user_id,game_type,reaction_time,accuracy,mistakes,completion_time,level_reached,stress_answer,frustration,historical_score,cognitive_score,label_stress
2,emotional_recognition,651.8,0.7,3,46.5,7,2,0,84.7,50.8,1
56,persistence_challenge,594.6,0.6,2,98.9,3,3,0,63.6,42.2,1
112,persistence_challenge,470.5,0.8,1,46.2,4,2,0,54.2,62.7,0
75,memory_pattern,658.5,0.5,2,59.0,2,2,0,62.8,39.5,1
165,focus_tracking,249.3,0.7,3,40.5,7,2,0,50.9,55.5,0
63,persistence_challenge,303.4,0.8,1,32.6,4,2,0,97.6,65.7,0
63,emotional_recognition,609.6,0.9,1,52.9,9,3,0,71.3,66.6,0
140,decision_making,585.4,0.4,6,35.5,4,4,1,104.1,28.6,2
40,decision_making,743.9,0.6,4,35.3,6,1,0,52.1,43.0,0
27,decision_making,370.1,0.7,3,15.1,7,2,1,83.3,55.3,1
49,reaction_speed,434.9,0.8807,0,2174.6,1,3,1,49.9,0.0,2
95,focus_tracking,553.8,0.8,2,33.4,8,2,0,82.7,61.1,0
92,memory_pattern,328.8,0.5714,3,49.9,4,2,0,80.5,46.0,1
182,memory_pattern,599.8,0.5,2,53.8,2,3,0,89.0,40.6,1
148,focus_tracking,335.1,0.8,2,36.0,8,2,0,98.4,63.0,0
160,focus_tracking,457.3,0.6,4,35.3,6,3,0,77.6,45.9,1
156,focus_tracking,351.4,0.7,3,33.4,7,2,0,70.9,55.2,0
26,focus_tracking,513.5,0.8,2,33.0,8,4,1,76.1,61.6,1
157,memory_pattern,570.1,0.6667,2,43.3,4,3,0,67.5,52.0,1
46,memory_pattern,281.5,0.6667,2,55.5,4,3,0,72.2,53.6,0
80,emotional_recognition,515.4,0.9,1,31.3,9,1,0,97.8,69.7,0
191,reaction_speed,536.8,0.6526,1,1610.4,1,1,0,75.1,0.0,1
31,emotional_recognition,422.0,0.8,2,43.7,8,2,0,58.9,61.4,0
163,persistence_challenge,394.0,0.6,2,65.5,3,2,0,67.0,47.5,0
147,focus_tracking,761.3,0.2,8,31.1,2,3,0,103.1,11.3,1
13,memory_pattern,642.0,0.6667,2,56.5,4,2,0,70.4,49.9,0
175,emotional_recognition,362.9,0.8,2,50.2,8,3,0,105.5,61.3,1
108,emotional_recognition,369.0,0.8,2,52.9,8,4,1,88.2,61.0,1
80,emotional_recognition,592.3,0.9,1,44.3,9,1,0,92.7,67.6,0
0,emotional_recognition,619.5,0.5,5,64.6,5,3,0,71.0,33.3,1
148,persistence_challenge,297.0,0.6,2,75.3,3,1,0,65.1,47.5,0
114,emotional_recognition,369.6,0.9,1,41.3,9,3,0,61.1,70.2,0
161,memory_pattern,591.3,0.7143,2,54.5,5,1,0,76.5,53.5,0
77,reaction_speed,272.1,0.4952,2,1088.5,1,1,0,81.0,0.0,1
186,memory_pattern,498.9,0.5,3,39.9,3,3,0,85.1,41.0,1
71,memory_pattern,270.9,0.3333,2,43.9,1,3,0,96.0,34.9,1
54,focus_tracking,503.3,0.7,3,30.0,7,2,0,95.4,54.0,0
184,memory_pattern,545.8,0.5,2,45.2,2,3,0,70.3,42.0,1
94,reaction_speed,768.3,0.3039,2,2305.0,1,3,0,47.8,0.0,1
198,persistence_challenge,560.8,0.6,2,71.6,3,2,0,69.0,45.2,1
184,focus_tracking,906.4,0.8,2,28.2,8,1,0,61.5,57.9,0
144,emotional_recognition,354.0,0.7,3,31.3,7,1,0,82.8,55.3,0
93,reaction_speed,443.7,0.5203,2,2218.7,1,2,0,70.9,0.0,2
119,reaction_speed,363.0,0.8466,0,1814.9,1,2,0,59.4,0.0,2
5,emotional_recognition,683.4,0.8,2,44.6,8,3,0,68.6,58.7,1
102,decision_making,268.1,0.7,3,23.3,7,2,0,80.4,56.3,1
82,decision_making,442.1,0.5,5,31.4,5,2,0,85.7,38.4,1
128,reaction_speed,325.5,0.8748,0,1627.4,1,2,0,53.7,0.0,1
5,decision_making,459.2,0.9,1,35.0,9,4,1,79.7,69.9,1
176,focus_tracking,625.1,0.5,5,49.0,5,4,0,94.9,34.9,2
149,memory_pattern,495.4,0.4286,4,52.0,3,2,0,67.4,33.6,1
156,memory_pattern,585.0,0.75,2,49.5,6,2,0,62.8,56.2,0
178,decision_making,280.8,0.5,5,23.5,5,2,0,92.8,40.2,1
105,focus_tracking,391.3,0.8,2,28.7,8,2,0,76.8,63.1,0
104,reaction_speed,631.2,0.6811,1,2524.7,1,2,0,91.2,0.0,1
61,decision_making,259.9,0.7,3,29.7,7,3,0,89.2,56.4,1
54,reaction_speed,451.8,0.8013,0,1807.3,1,3,0,82.3,0.0,2
177,reaction_speed,409.5,0.6133,1,1638.0,1,3,0,66.3,0.0,2
197,emotional_recognition,651.8,0.8,2,41.0,8,2,0,90.2,59.4,0
154,persistence_challenge,854.8,0.6,2,78.2,3,1,0,70.6,41.6,0
55,reaction_speed,529.1,0.5974,1,2116.6,1,3,0,53.7,0.0,2
104,reaction_speed,593.9,0.5607,1,2375.6,1,4,1,85.7,0.0,2
158,persistence_challenge,598.0,0.2,4,81.5,1,1,0,73.7,15.9,1
180,focus_tracking,249.8,0.2,8,43.6,2,2,0,94.1,15.1,1
63,focus_tracking,310.3,0.4,6,28.2,4,1,0,59.2,31.9,1
116,persistence_challenge,299.8,0.4,3,75.6,2,3,0,52.1,33.4,1
73,reaction_speed,514.2,0.5787,2,2570.8,1,2,0,84.8,0.0,1
28,decision_making,343.8,0.6,4,29.6,6,4,1,69.0,47.6,1
107,persistence_challenge,296.4,0.6,2,66.5,3,2,0,87.6,48.4,1
32,reaction_speed,423.9,0.3284,2,1271.8,1,2,0,71.1,0.0,2
111,reaction_speed,635.9,0.596,2,3179.7,1,2,0,61.7,0.0,1
3,memory_pattern,357.7,0.875,1,39.7,7,2,0,65.7,69.0,0
159,reaction_speed,628.1,0.7379,1,3140.5,1,3,0,74.6,0.0,2
34,decision_making,345.9,0.6,4,25.6,6,2,0,51.5,47.5,0
165,reaction_speed,199.8,0.8286,0,799.3,1,3,0,92.3,0.0,2
67,focus_tracking,730.1,0.4,6,31.9,4,3,0,61.1,27.5,1
8,decision_making,402.0,0.4,6,28.1,4,3,0,81.5,31.0,1
176,focus_tracking,557.7,0.7,3,27.9,7,1,0,71.7,53.4,0
84,reaction_speed,391.7,0.794,0,1566.6,1,3,0,64.0,0.0,1
145,focus_tracking,623.9,0.6,4,23.0,6,2,0,66.2,44.8,1
111,decision_making,391.5,0.5,5,22.4,5,3,0,65.7,39.1,1
56,focus_tracking,437.6,0.6,4,33.1,6,1,0,49.4,46.3,0
35,decision_making,576.4,0.8,2,30.9,8,2,0,77.0,61.1,0
70,reaction_speed,313.3,0.7134,0,939.9,1,2,0,90.2,0.0,2
169,focus_tracking,376.0,0.7,3,38.6,7,1,0,105.2,54.4,0
107,reaction_speed,430.5,0.6016,1,1291.4,1,2,0,96.5,0.0,2
25,reaction_speed,485.6,0.7865,0,1942.2,1,3,0,80.4,0.0,2
165,memory_pattern,194.6,0.75,2,42.6,6,3,0,59.6,60.8,0
157,decision_making,439.6,0.9,1,25.6,9,2,0,64.6,70.6,0
20,focus_tracking,274.1,0.7,3,29.5,7,2,0,87.0,56.3,0
137,reaction_speed,586.1,0.8776,0,2930.6,1,3,1,73.5,0.0,2
98,persistence_challenge,825.3,0.6,2,50.4,3,2,0,99.2,44.7,1
151,reaction_speed,518.2,0.6664,1,2590.9,1,1,0,71.4,0.0,1
61,persistence_challenge,695.1,1.0,0,53.9,5,1,0,73.9,73.7,0
104,reaction_speed,473.0,0.5934,1,1891.9,1,2,0,86.7,0.0,2
76,emotional_recognition,681.8,0.7,3,35.5,7,1,0,62.9,51.6,0
4,memory_pattern,327.4,0.75,1,55.4,3,2,0,102.7,60.2,0
18,reaction_speed,711.5,0.5754,2,3557.7,1,4,1,74.5,0.0,2
66,emotional_recognition,421.8,0.8,2,29.6,8,2,0,42.2,62.8,1
128,reaction_speed,569.1,0.8343,0,2276.3,1,1,0,43.5,0.0,1
107,decision_making,979.1,0.7,3,29.9,7,2,0,81.0,49.2,1
61,persistence_challenge,486.2,0.2,4,61.7,1,2,0,85.0,19.0,1
52,persistence_challenge,518.9,0.8,1,54.5,4,1,0,89.2,61.4,0
9,focus_tracking,403.1,0.9,1,28.8,9,1,0,76.2,71.0,0
176,emotional_recognition,516.6,0.9,1,40.3,9,1,0,98.9,68.8,0
160,persistence_challenge,554.3,0.2,4,82.0,1,2,0,67.8,16.3,1
50,reaction_speed,490.8,0.7923,0,1963.1,1,2,0,72.6,0.0,1
116,reaction_speed,445.1,0.5479,1,1335.2,1,3,0,48.9,0.0,2
118,memory_pattern,243.1,0.6667,2,54.3,4,3,1,75.4,54.1,1
96,persistence_challenge,622.8,0.6,2,38.3,3,2,0,89.4,47.9,1
69,emotional_recognition,425.6,0.6,4,45.5,6,3,0,78.7,45.2,1
55,focus_tracking,500.4,0.8,2,26.2,8,4,1,55.1,62.0,1
68,focus_tracking,556.8,0.6,4,37.3,6,3,1,106.8,44.7,1
154,reaction_speed,458.2,0.9018,0,2290.8,1,3,0,83.5,0.0,2
161,decision_making,364.8,0.7,3,19.6,7,1,0,45.3,55.4,0
102,persistence_challenge,629.7,0.8,1,58.7,4,1,0,54.8,59.8,0
190,reaction_speed,386.1,0.5168,1,1544.4,1,2,0,66.3,0.0,1
19,memory_pattern,482.3,0.6667,1,55.9,2,3,0,72.8,53.6,1
184,emotional_recognition,845.2,0.5,5,49.2,5,2,0,88.4,32.6,1
91,decision_making,935.4,0.7,3,31.0,7,3,0,89.2,49.5,1
101,memory_pattern,450.0,0.75,1,42.1,3,1,0,107.3,60.3,0
81,emotional_recognition,426.8,0.7,3,50.5,7,2,0,68.7,52.7,0
105,persistence_challenge,333.0,0.6,2,59.2,3,1,0,84.8,48.8,0
104,focus_tracking,487.3,0.7,3,17.5,7,2,0,77.5,54.1,0
83,emotional_recognition,462.7,0.7,3,42.4,7,3,1,109.7,53.1,1
187,emotional_recognition,402.6,0.8,2,50.1,8,1,0,59.0,61.0,0
69,decision_making,415.8,0.8,2,31.6,8,2,0,83.8,62.7,0
144,persistence_challenge,513.1,0.2,4,53.5,1,2,0,87.7,19.5,1
154,focus_tracking,464.5,0.7,3,33.0,7,1,0,66.2,54.1,0
2,focus_tracking,326.7,0.6,4,37.9,6,2,0,86.7,46.9,1
177,memory_pattern,306.6,0.3333,2,36.2,1,1,0,65.3,35.3,0
34,persistence_challenge,214.2,0.6,2,81.1,3,2,0,65.4,47.7,0
125,persistence_challenge,672.4,0.8,1,55.1,4,1,0,102.8,59.8,0
25,persistence_challenge,666.0,0.8,1,78.2,4,3,0,78.9,57.5,0
175,decision_making,217.1,0.8,2,24.4,8,1,0,103.5,64.8,0
116,emotional_recognition,427.8,0.6,4,50.5,6,1,0,43.1,44.7,0
47,focus_tracking,352.5,1.0,0,28.1,10,2,0,92.9,79.5,0
190,focus_tracking,478.4,0.9,1,34.1,9,2,0,79.9,69.8,0
55,decision_making,584.8,0.7,3,25.7,7,2,0,63.8,53.2,0
114,persistence_challenge,703.1,0.8,1,85.1,4,3,0,22.6,56.5,0
151,focus_tracking,498.1,0.5,5,24.9,5,3,0,80.1,38.0,1
4,memory_pattern,434.6,0.6667,1,44.6,2,3,0,89.9,55.2,1
82,reaction_speed,877.0,0.4574,2,4384.8,1,2,0,87.2,0.0,1
157,decision_making,378.8,0.7,3,23.7,7,1,0,58.3,55.2,0
160,focus_tracking,299.8,0.7,3,37.5,7,1,0,75.9,55.3,0
134,emotional_recognition,406.2,0.9,1,44.9,9,1,0,90.3,69.5,0
156,memory_pattern,414.9,0.25,3,41.6,1,2,0,67.7,26.7,1
26,emotional_recognition,948.9,0.9,1,42.4,9,3,1,80.9,64.3,1
154,decision_making,444.4,0.6,4,33.5,6,1,0,64.6,46.2,0
54,reaction_speed,742.9,0.4954,2,2971.4,1,3,0,85.1,0.0,2
68,focus_tracking,314.3,0.8,2,31.7,8,2,0,86.6,63.7,0
111,memory_pattern,331.3,0.3333,4,62.5,2,2,0,66.3,28.4,1
114,persistence_challenge,748.5,0.2,4,90.8,1,3,0,49.7,13.4,1
9,persistence_challenge,636.8,0.8,1,54.0,4,3,0,97.0,60.2,1
92,persistence_challenge,507.3,0.6,2,66.3,3,1,0,90.2,46.3,0
180,persistence_challenge,430.2,0.6,2,61.6,3,2,0,103.5,47.5,0
196,decision_making,528.6,0.4,6,26.6,4,1,0,84.5,29.7,1
70,focus_tracking,610.1,0.5,5,35.3,5,2,0,94.5,36.4,1
116,emotional_recognition,487.9,0.6,4,39.7,6,2,0,36.5,45.1,0
145,focus_tracking,478.6,0.6,4,30.6,6,2,0,72.8,46.2,0
163,reaction_speed,466.2,0.8014,0,1864.6,1,2,0,60.8,0.0,2
85,emotional_recognition,1172.9,0.6,4,45.7,6,3,0,101.5,37.7,1
108,persistence_challenge,252.9,1.0,0,38.5,5,2,0,67.6,79.6,0
71,persistence_challenge,770.8,0.4,3,87.1,2,3,0,76.3,27.6,1
18,memory_pattern,724.7,0.4286,4,52.5,3,2,0,65.3,31.2,1
78,decision_making,536.9,0.7,3,21.3,7,1,0,81.0,53.6,0
71,focus_tracking,448.6,0.8,2,30.6,8,3,0,94.7,62.5,0
7,persistence_challenge,454.2,0.4,3,47.2,2,3,0,72.7,34.7,1
159,focus_tracking,440.8,0.5,5,26.3,5,2,0,71.5,38.6,1
156,decision_making,539.8,0.6,4,20.9,6,3,0,56.5,45.6,1
66,reaction_speed,511.0,0.8805,0,2555.2,1,1,0,57.5,0.0,1
34,focus_tracking,627.0,0.5,5,27.4,5,1,0,44.1,36.7,0
41,decision_making,401.9,0.6,4,35.7,6,2,0,79.6,46.4,1
35,focus_tracking,386.9,0.8,2,34.5,8,3,1,56.7,62.7,1
90,memory_pattern,256.3,0.7143,2,67.3,5,3,0,74.1,55.6,1
146,focus_tracking,320.0,0.8,2,36.3,8,5,0,93.2,63.2,1
177,decision_making,310.5,0.9,1,28.2,9,3,0,61.6,71.9,0
188,memory_pattern,533.6,0.5,3,42.8,3,2,0,49.8,40.4,0
93,emotional_recognition,359.1,1.0,0,44.6,10,2,0,74.7,78.0,0
56,memory_pattern,884.9,0.8,1,58.5,4,1,0,50.6,57.3,0
153,memory_pattern,389.7,0.7143,2,38.9,5,1,0,96.9,57.1,0
92,reaction_speed,465.8,0.7638,1,2328.9,1,2,0,71.6,0.0,1
148,memory_pattern,772.8,0.8,1,67.5,4,2,0,81.6,57.5,0
110,emotional_recognition,377.7,0.7,3,33.6,7,1,0,99.5,54.9,1
65,emotional_recognition,891.3,0.7,3,36.3,7,2,0,95.7,49.5,1
52,memory_pattern,464.5,0.5714,3,52.5,4,1,0,68.4,44.4,1
148,decision_making,373.5,0.5,5,28.8,5,2,0,75.3,39.3,0
185,persistence_challenge,619.1,0.4,3,87.1,2,1,0,66.3,29.1,1
100,persistence_challenge,412.9,0.6,2,39.7,3,1,0,75.3,49.9,0
114,decision_making,344.6,0.4,6,30.0,4,3,0,45.1,31.6,1
25,memory_pattern,399.5,0.6,2,34.4,3,2,0,80.0,50.6,0
44,decision_making,597.7,0.6,4,34.7,6,2,0,74.5,44.6,1
151,reaction_speed,678.5,0.5818,1,2035.6,1,2,0,74.4,0.0,1
153,decision_making,593.3,0.7,3,23.3,7,3,0,94.1,53.1,1
168,decision_making,612.3,0.7,3,25.2,7,1,0,90.1,52.9,0
165,emotional_recognition,540.5,0.7,3,33.7,7,2,0,85.6,53.2,0
50,decision_making,369.5,0.3,7,31.2,3,3,0,73.6,23.2,1
31,memory_pattern,857.2,0.6,2,52.9,3,3,0,61.2,44.1,1
140,memory_pattern,1125.4,0.8333,1,52.6,5,3,0,88.9,57.5,1
42,focus_tracking,491.3,0.7,3,33.5,7,2,0,95.8,53.7,0
31,decision_making,331.5,0.8,2,25.5,8,1,0,72.6,63.7,0
44,emotional_recognition,353.8,0.9,1,27.1,9,2,0,66.3,71.5,0
154,emotional_recognition,324.3,1.0,0,54.1,10,1,0,76.9,77.3,0
115,memory_pattern,380.9,0.75,2,55.9,6,1,0,82.9,57.6,0
78,reaction_speed,432.4,0.6555,1,1729.8,1,2,0,107.6,0.0,1
126,focus_tracking,200.7,1.0,0,31.7,10,2,0,72.7,80.8,0
182,reaction_speed,912.8,0.7936,0,3651.1,1,4,0,87.7,0.0,2
29,memory_pattern,396.7,0.625,3,41.9,5,2,0,74.9,49.3,1
148,persistence_challenge,488.6,0.6,2,38.0,3,2,0,77.6,49.3,0
93,emotional_recognition,383.2,0.7,3,42.6,7,1,0,101.6,53.9,0
152,reaction_speed,558.0,0.7099,0,1673.9,1,2,0,80.8,0.0,1
2,decision_making,401.7,0.7,3,20.1,7,2,0,68.0,55.0,0
139,memory_pattern,450.1,0.6667,2,52.3,4,1,0,66.2,52.3,0
51,reaction_speed,592.2,0.8357,0,2960.9,1,1,0,65.2,0.0,1
142,persistence_challenge,777.7,0.4,3,55.5,2,2,0,81.4,30.7,1
46,reaction_speed,440.7,0.8066,0,1763.0,1,2,0,65.0,0.0,1
48,persistence_challenge,310.8,0.6,2,52.0,3,2,0,91.1,49.7,0
162,memory_pattern,508.0,0.625,3,65.9,5,4,1,75.6,45.8,2
45,focus_tracking,448.0,0.8,2,28.4,8,2,0,82.6,62.5,0
160,decision_making,334.9,0.7,3,29.5,7,3,0,67.9,55.7,1
49,emotional_recognition,181.5,0.5,5,53.0,5,2,0,81.2,38.9,1
193,focus_tracking,421.4,0.8,2,32.7,8,2,0,85.4,62.5,0
146,persistence_challenge,772.3,0.6,2,90.7,3,4,1,75.3,41.2,1
149,persistence_challenge,757.6,0.2,4,83.0,1,2,0,84.6,14.1,1
152,persistence_challenge,294.6,0.4,3,59.3,2,2,0,77.8,35.1,1
60,emotional_recognition,726.3,0.7,3,53.3,7,3,0,66.5,49.4,1
0,reaction_speed,1002.5,0.8141,0,4009.9,1,3,1,87.3,0.0,2
189,memory_pattern,1047.9,0.6667,2,38.5,4,1,0,57.8,47.7,0
122,focus_tracking,476.2,0.6,4,20.8,6,1,0,64.5,46.2,0
168,decision_making,253.8,0.7,3,23.2,7,2,0,69.8,56.5,0
166,persistence_challenge,489.4,0.4,3,43.6,2,2,0,81.8,34.7,1
0,focus_tracking,327.0,0.7,3,27.9,7,2,0,78.7,55.7,0
93,persistence_challenge,775.1,0.6,2,70.6,3,3,0,75.3,43.2,1
145,reaction_speed,676.9,0.6226,1,3384.3,1,1,0,77.9,0.0,1
196,emotional_recognition,388.2,0.8,2,48.9,8,3,0,73.6,61.2,1
146,emotional_recognition,1180.5,1.0,0,35.8,10,2,0,105.2,70.6,0
164,focus_tracking,461.6,0.8,2,27.8,8,2,0,106.4,62.4,0
119,memory_pattern,664.3,0.625,3,71.7,5,3,0,64.1,43.7,1
62,memory_pattern,587.0,0.6,2,67.6,3,1,0,61.1,45.4,0
169,focus_tracking,151.1,0.4,6,27.8,4,3,0,102.0,33.5,1
21,decision_making,364.0,1.0,0,24.5,10,2,0,88.6,79.4,0
57,focus_tracking,301.9,0.8,2,28.7,8,2,0,87.9,64.0,0
172,persistence_challenge,585.2,0.4,3,59.3,2,1,0,78.5,32.2,0
15,reaction_speed,336.7,0.6043,1,1346.8,1,2,0,89.4,0.0,1
156,focus_tracking,313.6,0.8,2,34.5,8,2,0,67.2,63.4,0
95,emotional_recognition,517.7,0.6,4,49.2,6,2,0,93.5,43.9,0
170,emotional_recognition,630.6,0.8,2,27.4,8,2,0,76.0,60.7,0
2,focus_tracking,595.5,0.9,1,35.7,9,2,0,75.6,68.5,0
194,emotional_recognition,912.5,0.6,4,45.5,6,1,0,43.0,40.3,0
47,emotional_recognition,430.0,0.9,1,51.8,9,3,1,98.2,68.5,0
176,emotional_recognition,496.9,0.8,2,44.6,8,1,0,101.7,60.6,0
91,decision_making,578.4,0.6,4,27.4,6,2,0,86.2,45.2,1
167,emotional_recognition,1013.4,0.8,2,42.8,8,1,0,81.2,55.6,0
104,memory_pattern,396.8,0.6667,1,42.4,2,1,0,95.5,55.8,0
64,memory_pattern,567.5,0.7143,2,49.4,5,2,0,67.8,54.2,0
117,focus_tracking,352.2,0.7,3,24.8,7,1,0,66.3,55.5,0
182,persistence_challenge,531.5,0.8,1,76.2,4,2,0,97.9,59.1,1
60,decision_making,562.2,0.8,2,28.4,8,2,0,72.6,61.4,0
43,reaction_speed,188.7,0.748,0,566.0,1,2,0,42.3,12.4,1
133,emotional_recognition,601.7,0.6,4,26.1,6,2,0,63.6,45.0,1
79,focus_tracking,311.7,1.0,0,30.8,10,2,0,83.8,79.8,0
33,reaction_speed,382.8,0.4908,1,1148.5,1,2,0,59.8,0.0,2
98,reaction_speed,489.8,0.9267,0,2449.0,1,1,0,88.4,0.0,1
6,focus_tracking,417.8,0.6,4,36.4,6,1,0,109.8,46.2,0
142,persistence_challenge,496.6,0.6,2,92.4,3,2,0,85.3,43.8,1
119,memory_pattern,279.0,0.8571,1,67.2,6,2,0,56.7,65.9,0
15,persistence_challenge,294.4,0.6,2,62.1,3,1,0,86.5,48.8,0
138,decision_making,332.4,0.6,4,23.9,6,3,0,65.9,47.7,1
116,persistence_challenge,351.6,0.6,2,71.8,3,3,1,65.0,47.3,1
61,persistence_challenge,499.4,0.6,2,83.1,3,2,0,106.9,44.7,1
101,reaction_speed,332.8,0.907,0,1331.3,1,2,0,80.9,0.0,1
188,focus_tracking,534.6,0.7,3,28.5,7,2,0,52.9,53.7,0
154,emotional_recognition,636.5,0.6,4,33.3,6,3,0,76.3,44.3,1
46,focus_tracking,817.1,0.8,2,32.8,8,3,0,82.4,58.6,0
165,reaction_speed,474.2,0.825,0,1896.8,1,1,0,78.5,0.0,1
66,memory_pattern,406.8,0.6667,1,40.0,2,1,0,53.2,55.9,0
154,emotional_recognition,1038.2,1.0,0,41.9,10,1,0,54.2,71.4,0
32,persistence_challenge,729.6,0.4,3,70.6,2,3,0,89.8,29.6,1
137,decision_making,470.1,0.5,5,27.3,5,2,0,71.7,38.3,0
39,focus_tracking,491.1,0.7,3,32.1,7,3,0,47.6,53.9,0
161,persistence_challenge,1084.9,0.6,2,68.8,3,1,0,67.1,40.3,0
166,persistence_challenge,669.9,0.4,3,58.2,2,3,1,74.8,31.5,1
79,reaction_speed,317.4,0.8257,0,1586.8,1,2,0,117.0,0.0,2
40,reaction_speed,626.7,0.9833,0,3133.4,1,4,1,41.7,0.0,2
46,decision_making,602.5,0.7,3,30.2,7,2,0,78.1,53.0,0
148,reaction_speed,384.6,0.8204,0,1923.1,1,2,0,83.7,0.0,1
184,emotional_recognition,620.4,0.9,1,39.8,9,2,0,89.3,67.8,0
164,memory_pattern,604.5,0.8,1,36.7,4,1,0,91.3,62.3,0
117,reaction_speed,396.5,0.6938,1,1585.8,1,3,0,73.2,0.0,2
171,memory_pattern,390.5,0.4,3,40.6,2,3,0,54.3,36.0,1
33,decision_making,598.8,0.7,3,29.6,7,2,0,62.8,53.0,0
75,decision_making,454.8,0.6,4,16.8,6,1,0,51.9,46.5,0
159,emotional_recognition,620.0,0.9,1,48.4,9,1,0,82.4,67.0,0
178,reaction_speed,664.6,0.7789,0,2658.4,1,2,0,83.7,0.0,2
172,decision_making,601.2,0.7,3,18.1,7,1,0,77.5,53.0,0
128,emotional_recognition,417.1,0.6,4,45.7,6,3,0,57.5,45.3,1
9,reaction_speed,554.2,0.8113,0,2770.9,1,2,0,100.4,0.0,2
143,memory_pattern,241.9,0.6667,1,52.0,2,2,0,86.5,56.4,0
32,focus_tracking,584.0,0.7,3,36.4,7,2,0,102.9,52.5,0
76,persistence_challenge,826.0,1.0,0,91.8,5,3,0,65.7,68.6,0
25,reaction_speed,462.3,0.729,1,1849.4,1,2,0,92.4,0.0,1
86,reaction_speed,540.3,0.8648,0,1620.8,1,1,0,74.4,0.0,1
11,reaction_speed,233.0,0.4199,2,1165.1,1,1,0,59.8,0.0,1
185,focus_tracking,496.4,0.9,1,33.9,9,3,0,62.5,69.6,0
36,focus_tracking,398.6,0.9,1,36.1,9,3,0,85.2,70.4,0
83,emotional_recognition,746.0,0.7,3,41.4,7,3,0,84.0,50.4,1
179,reaction_speed,317.2,0.5675,2,1586.0,1,2,0,74.5,0.0,2
166,focus_tracking,465.0,1.0,0,35.5,10,1,0,83.2,77.8,0
159,focus_tracking,300.8,0.6,4,21.1,6,3,0,64.4,48.0,1
121,decision_making,258.7,0.6,4,35.1,6,3,0,50.0,47.9,0
187,memory_pattern,340.5,0.6,2,40.8,3,2,0,78.4,50.5,0
18,persistence_challenge,669.0,0.4,3,94.5,2,4,0,80.1,27.9,2
138,emotional_recognition,580.3,0.7,3,39.9,7,1,0,35.3,52.2,0
165,decision_making,375.0,0.8,2,32.8,8,3,0,80.3,63.0,1
23,memory_pattern,625.1,0.8571,1,37.0,6,1,0,75.9,65.5,0
180,focus_tracking,340.6,0.7,3,29.5,7,3,0,98.8,55.6,1
197,emotional_recognition,333.5,0.9,1,61.6,9,3,0,70.9,68.5,0
165,reaction_speed,908.0,0.8014,0,2724.1,1,2,0,74.0,0.0,1
34,decision_making,598.9,0.7,3,32.1,7,2,0,48.0,52.8,1
154,persistence_challenge,340.4,0.6,2,97.1,3,3,0,71.5,44.9,1
178,focus_tracking,244.7,0.8,2,39.1,8,2,0,90.5,63.6,0
27,memory_pattern,365.8,0.4286,4,68.9,3,2,0,74.2,33.2,1
19,emotional_recognition,451.7,0.7,3,30.7,7,2,0,53.3,54.4,0
50,focus_tracking,434.8,0.8,2,36.2,8,1,0,75.7,62.0,0
107,persistence_challenge,645.9,0.6,2,90.1,3,4,0,92.7,42.5,1
1,decision_making,441.1,0.5,5,38.8,5,3,0,88.8,37.7,1
64,memory_pattern,370.4,0.5,4,44.6,4,3,0,83.6,39.8,1
79,persistence_challenge,286.2,0.8,1,47.8,4,1,0,83.5,64.4,0
140,focus_tracking,625.6,0.9,1,39.2,9,2,0,89.8,67.8,0
75,persistence_challenge,520.9,0.6,2,73.2,3,3,0,53.4,45.5,1
198,memory_pattern,543.1,0.6667,2,30.9,4,2,0,93.5,53.5,0
68,memory_pattern,334.0,0.8,1,53.6,4,2,0,84.2,63.3,0
80,reaction_speed,474.3,0.8489,0,1422.8,1,2,0,104.0,0.0,2
162,memory_pattern,487.6,0.6667,2,54.3,4,2,0,67.9,51.7,0
38,emotional_recognition,635.8,0.7,3,53.2,7,2,0,80.0,50.3,0
177,persistence_challenge,595.2,0.6,2,54.8,3,2,0,76.8,46.6,1
104,decision_making,282.0,0.7,3,18.6,7,1,0,81.7,56.2,0
66,emotional_recognition,486.4,0.8,2,49.5,8,2,0,41.8,60.2,0
102,focus_tracking,498.5,0.6,4,31.2,6,2,0,76.2,45.9,1
14,memory_pattern,282.8,0.8333,1,38.5,5,3,0,46.8,67.3,0
30,reaction_speed,458.6,0.4802,1,1375.7,1,2,0,56.7,0.0,2
89,memory_pattern,1057.1,0.1667,5,45.3,1,3,1,66.3,10.9,2
188,emotional_recognition,1040.2,1.0,0,40.8,10,4,0,43.5,71.5,1
72,memory_pattern,795.8,0.5,3,41.8,3,2,0,56.1,37.9,0
186,reaction_speed,551.8,0.4988,2,2207.1,1,2,0,47.7,0.0,2
37,reaction_speed,399.4,0.8209,0,1997.2,1,1,0,78.4,0.0,1
58,memory_pattern,760.5,0.6667,2,47.2,4,2,0,94.7,49.7,1
189,decision_making,315.1,0.5,5,25.7,5,2,0,80.3,39.8,1
160,memory_pattern,374.7,0.2857,5,53.7,2,3,0,52.2,24.0,1
193,focus_tracking,417.6,0.8,2,37.2,8,1,0,77.2,62.1,0
3,persistence_challenge,480.5,0.4,3,57.6,2,3,0,85.4,33.4,1
8,persistence_challenge,654.0,0.2,4,31.5,1,2,0,67.5,20.3,1
150,persistence_challenge,653.8,0.8,1,78.7,4,4,0,67.1,57.6,1
